"OBJECTID","FACILITY_N","county","Latitude","Longitude"
"5570","Mangu Dispensary (Rongai)","Nakuru","-0.22109","35.95241"
"5571","Mangu High School Clinic","Kiambu","-1.07414","37.04671"
"5572","Manguo Medical Clinic","Nyandarua","0.02323","36.40862"
"5573","Manjo Health Clinic","Nyeri","-0.5675","36.99656"
"5574","Mankind Medical Clinic","Mandera","3.94502","41.8354"
"5575","Manna Medical Clinic Isinya","Kajiado","-1.68846","36.8482"
"5576","Manoa Dispensary","Taita Taveta","-3.59492","38.33253"
"5577","Manor House Agricultural Health Clinic","Trans Nzoia","1.00345","34.91903"
"5578","Mansa Health Centre","Wajir","2.31752","40.13304"
"5579","Mansa Nomadic Clinic","Wajir","2.74743","40.20511"
"5580","Mansabubu Health Centre","Garissa","-1.20539","40.00203"
"5581","Mansile Dispensary","Marsabit","3.50034","39.11562"
"5582","Manthi Healthcare Medical Clinic","Machakos","-1.45998","37.43767"
"5583","Manunga Health Centre","Nyandarua","-0.39977","36.49485"
"5584","Manyala Sub-District Hospital","Kakamega","0.1604","34.45262"
"5585","Manyani Dispensary","Taita Taveta","-3.09496","38.48972"
"5586","Manyatta (SDA) Dispensary","Homa Bay","-0.50578","34.61985"
"5587","Manyatta Clinic","Kakamega","0.37182","34.9111"
"5588","Manyatta Community Medical Clinic","Kisumu","-0.09366","34.78063"
"5589","Manyatta Dispensary","Marsabit","3.51763","39.06587"
"5590","Manyatta Jillo Health Centre","Marsabit","2.3584","38.02599"
"5591","Manyatta Medical Clinic","Kajiado","-1.53448","36.8711"
"5592","Manyoeni Dispensary","Kitui","-1.21794","38.2993"
"5593","Manyoror Dispensary","Kericho","-0.29489","35.33774"
"5594","Manyuanda Health Centre","Kisumu","-0.14141","34.46953"
"5595","Manyuanda Health Centre (Rarieda)","Siaya","-0.25252","34.27609"
"5596","Manyuanda St Teresas CFW Clinic (Rarieda)","Siaya","-0.326112","34.276"
"5597","Manza dispensary","Makueni","-2.0853","37.84878"
"5598","Maongoa Dispensary","Kitui","-0.73978","38.155"
"5599","Maparasha Dispensary","Kajiado","-2.2003","36.91841"
"5600","Mapengo Dispensary","Kakamega","0.64823","34.85997"
"5601","Mapenya Dispensary","Lamu","-2.21384","40.42532"
"5602","Mara Serena Dispensary","Narok","-1.40167","35.02559"
"5603","Maraa Catholic Dispensary","Meru","-0.13784","37.77147"
"5604","Marachi HealthCare Clinic","Busia","0.36112","34.40229"
"5605","Marachi Medical Clinic","Busia","0.36099","34.39945"
"5606","Marafa Health Centre","Kilifi","-3.02853","39.95973"
"5607","Maragi Dispensary","Murang'a","-0.73347","37.1206"
"5608","Maragi Medical Clinic","Murang'a","-0.731465","37.1306"
"5609","Maragua (African Christian Churches and Schools) C","Murang'a","-0.776287","37.1274"
"5610","Maragua Clinic","Murang'a","-0.776287","37.1274"
"5611","Maragua District Hospital","Murang'a","-0.78914","37.12754"
"5612","Maragua Ridge Health Centre","Murang'a","-0.77765","37.20875"
"5613","Maraigushu Dispensary","Nakuru","-0.74156","36.53064"
"5614","Marakusi Dispensary","Kakamega","0.69844","34.9523"
"5615","Maralal Catholic Dispensary","Samburu","1.09089","36.70748"
"5616","Maralal District Hospital","Samburu","1.09773","36.69646"
"5617","Maralal GK Prison Dispensary","Samburu","1.09451","36.69204"
"5618","Maralal Medical Clinic","Samburu","1.09466","36.70213"
"5619","Maram Dispensary","Homa Bay","-0.67527","34.5468"
"5620","Maramara Dispensary","Bomet","-0.489245","35.225547"
"5621","Marambach Mc","Trans Nzoia","1.0039","34.91665"
"5622","Maranatha Medical Services","Nairobi","-1.31286","36.78947"
"5623","Marani District Hospital","Kisii","-0.57824","34.79825"
"5624","Maranjau Dispensary","Murang'a","-0.80195","37.22395"
"5625","Mararianta Dispensary","Narok","-1.23758","35.12215"
"5626","Marble Clinic","Meru","0.0475","37.65477"
"5627","Marble Medical Laboratory","Meru","0.0475","37.65477"
"5628","March Medicare","Kakamega","0.830195","35.090338"
"5629","Marenyo Health Centre","Siaya","0.07641","34.55194"
"5630","Marereni Dispensary","Kilifi","-2.86296","40.14481"
"5631","Marereni Medical Clinic","Kilifi","-2.86353","40.14839"
"5632","Maria Dominica Dispensary","Nairobi","-1.35882","36.72276"
"5633","Maria Immaculate Health Centre","Nairobi","-1.289677","36.764926"
"5634","Maria Maternity and Nursing Home","Nairobi","-1.26843","36.9211"
"5635","Maria Medical Clinic And Diadetic centre(Saika)","Nairobi","-1.26319","36.92525"
"5636","Maria Salus Infirmorum Dispensary","Makueni","-1.90648","37.29757"
"5637","Maria Teressa Nuzzo Health Centre","Lamu","-2.4288","40.72228"
"5638","Mariaini Dispensary","Murang'a","-0.88466","37.09043"
"5639","Mariakani Community Health Care Services","Kilifi","-3.85987","39.47604"
"5640","Mariakani Cottage Clinic","Machakos","-1.38964","36.94073"
"5641","Mariakani Cottage Hospital Ltd","Nairobi","-1.28324","36.87"
"5642","Mariakani Cottage Hospital Ongatta Rongai","Kajiado","-1.39688","36.75833"
"5643","Mariakani Cottage Hospital Utawala Clinic","Nairobi","-1.28861","36.9716"
"5644","Mariakani District Hospital","Kilifi","-3.8631","39.47214"
"5645","Marich Dispensary","West Pokot","1.53183","35.45165"
"5646","Maridadi RCEA Medical Centre","Trans Nzoia","1.07162","35.00719"
"5647","Marie Stopes ( Nakuru)","Nakuru","-0.28523","36.07365"
"5648","Marie Stopes (Naivasha)","Nakuru","-0.71889","36.43527"
"5649","Marie Stopes Centre Embu","Embu","-0.53442","37.45079"
"5650","Marie Stopes Clinic (Dagoretti)","Nairobi","-1.29834","36.813"
"5651","Marie Stopes Clinic (Imenti North)","Meru","0.05616","37.64059"
"5652","Marie Stopes Clinic (Kencom)","Nairobi","-1.2852","36.821"
"5653","Marie Stopes Clinic (Kilimani)","Nairobi","-1.26584","36.7511"
"5654","Marie Stopes Clinic (Kisii)","Kisii","-0.67213","34.77065"
"5655","Marie Stopes Clinic (Kongowea)","Mombasa","-4.04624","39.6941"
"5656","Marie Stopes Clinic (Langata)","Nairobi","-1.30785","36.7892"
"5657","Marie Stopes Clinic (Migori)","Migori","-1.06808","34.4829"
"5658","Marie Stopes Clinic (Pangani)","Nairobi","-1.26971","36.83903"
"5659","Marie Stopes Clinic (Trans Nzoia West)","Trans Nzoia","1.02368","34.99891"
"5660","Marie Stopes Clinic (Vihiga)","Vihiga","0.092417","34.7286"
"5661","Marie Stopes Health Centre (Eldoret West)","Uasin Gishu","0.52008","35.26744"
"5662","Marie Stopes Health Centre (Kericho)","Kericho","-0.36461","35.26359"
"5663","Marie Stopes Kenya Bungoma Centre","Bungoma","0.56127","34.55977"
"5664","Marie Stopes Kenya Bungoma Centre","Busia","0.46407","34.10305"
"5665","Marie Stopes Kenya Clinic (Malindi)","Kilifi","-3.21487","40.1178"
"5666","Marie Stopes Kenya Mld Clinic","Kilifi","-3.12891","40.07071"
"5667","Marie Stopes Mombasa Nursing Home","Mombasa","-4.06057","39.66324"
"5668","Marie Stopes Nursing Home (Eastleigh)","Nairobi","-1.26972","36.84824"
"5669","Marie Stopes Nursing Home (Kisumu)","Kisumu","-0.0878","34.77025"
"5670","Marie Stopes Nursing Home (Muranga)","Murang'a","-0.731465","37.1306"
"5671","Mariestopes","Kiambu","-1.03576","37.07519"
"5672","Marigat Catholic Mission","Baringo","0.468","35.98309"
"5673","Marigat Sub District Hospital","Baringo","0.47083","35.98265"
"5674","Marigo Dispensary","Bungoma","0.82115","34.4782"
"5675","Mariine Maternity Home","Nyeri","-0.45814","37.03526"
"5676","Mariira Catholic Dispensary","Murang'a","-0.79819","36.93235"
"5677","Marikebuni Dispensary","Kilifi","-3.09017","40.00028"
"5678","Marimanti Med Clinic","Tharaka Nithi","-0.1568","37.9785"
"5679","Marina Medical Clinic","Nyeri","-0.08688","36.4277"
"5680","Marindi Sub county Hospital","Homa Bay","-0.65262","34.52024"
"5681","Maringo Clinic","Nairobi","-1.28351","36.88002"
"5682","Marinyin Dispensary","Kericho","-0.43195","35.29576"
"5683","Marioshoni Dispensary","Nakuru","-0.41212","35.90215"
"5684","Marist International University College Medical Clinic","Nairobi","-1.34268","36.72812"
"5685","Maritati Dispensary","Meru","0.08578","37.32601"
"5686","Mariwa Dispensary (Kipkelion)","Kericho","-0.14097","35.34007"
"5687","Mariwa Health Centre","Migori","-0.9721","34.5744"
"5688","Market Medical Clinic","Kajiado","-2.80058","37.53643"
"5689","Maron Dispensary","Baringo","0.12867","35.89593"
"5690","Maron-Marichor Dispensary","Elgeyo Marakwet","1.2243","35.58004"
"5691","Marps -Chuka Dice Clinic","Tharaka Nithi","-0.33328","37.64441"
"5692","Marps Clinic (Meru)","Meru","0.05059","37.65328"
"5693","Marps Drop In Medical Centre","Narok","-1.09118","35.87267"
"5694","Marre Dispensary","Garissa","-1.27338","41.3388"
"5695","Mars Associate Medical Centre","Kajiado","-1.42619","36.69263"
"5696","Mars Medical Clinic","Makueni","-1.78699","37.36256"
"5697","Marsabit County Beyond Zero Mobile Clinic","Marsabit","2.32343","37.98969"
"5698","Marsabit District Hospital","Marsabit","2.32392","37.99097"
"5699","Marsabit Medical Clinic","Marsabit","2.33203","37.99083"
"5700","Marsabit Modern Medical Clinic","Marsabit","2.33179","37.99035"
"5701","Marti  Elepareu  Dispensary","Samburu","1.5816","37.2664"
"5702","Marti Dispensary","Samburu","1.54775","36.7446"
"5703","Martmerg Medical Clinic","Kiambu","-1.18953","36.93209"
"5704","Maru A Pula Medical Clinic","Nyeri","-0.4809","37.12344"
"5705","Marua Dispensary","Nyeri","-0.45493","37.04515"
"5706","Marua Medical Clinic","Nyeri","-0.45345","37.04541"
"5707","Marugi Medical Clinic","Kiambu","-1.10524","37.01798"
"5708","Marungu Health Centre","Taita Taveta","-3.61121","38.7293"
"5709","Marura Dispensary","Laikipia","-0.00452","36.94614"
"5710","Marura Medical Centre-Eldoret","Uasin Gishu","0.55439","35.31907"
"5711","Marura Nursing Home","Nairobi","-1.24875","36.871"
"5712","Marura Nursing Home (Ruiru)","Kiambu","-1.20826","36.92292"
"5713","Marura Nursing Home Kiambu Medical Clinic","Kiambu","-1.16676","36.82511"
"5714","Marurui Dispensary","Nairobi","-1.20244","36.9038"
"5715","Mary Finch Dispensary","Kericho","-0.1658","35.58459"
"5716","Mary Goretti Health Services","Machakos","-1.36434","36.9351"
"5717","Mary Help Mission Medical Centre","Kiambu","-0.95761","36.9015"
"5718","Mary Help of The Sick Hospital","Kiambu","-0.95761","36.9015"
"5719","Mary Hill Medical Clinic","Laikipia","0.03854","36.36336"
"5720","Mary Immaculate Clinic Mukuru","Nairobi","-1.3662","36.83306"
"5721","Mary Immaculate Cottage Hospital (Mombasa)","Mombasa","-4.0461","39.66333"
"5722","Mary Immaculate Dispensary (Eldoret East)","Uasin Gishu","0.43334","35.46053"
"5723","Mary Immaculate Dispensary (Laikipia East)","Laikipia","0.01976","37.08418"
"5724","Mary Immaculate Hospital (Nyeri North)","Nyeri","-0.33011","36.90514"
"5725","Mary Immaculate Sisters Dispensary","Nairobi","-1.29206","36.8574"
"5726","Mary Mission","Nairobi","-1.2968","36.74939"
"5727","Maryango Medical Clinic","Kilifi","-3.47943","39.52339"
"5728","Marynoll Dispensary","Tana River","-1.1","39.92"
"5729","Masa Medical Clinic (Kirinyaga)","Kirinyaga","-0.620559","37.2125"
"5730","Masa Medical Clinic (Nyeri North)","Nyeri","-0.48265","37.12464"
"5731","masaani dispensary","Kitui","-1.25702","37.4977"
"5732","Masaba Dispensary","Kakamega","0.19358","34.46411"
"5733","Masaba District Hospital","Nyamira","-0.763271","34.9482"
"5734","Masaba Health Centre","Migori","-1.11711","34.53263"
"5735","Masaba Hospital Kisumu","Kisumu","-0.03925","34.62876"
"5736","Masaita/ Miti-Tatu Dispensary","Kericho","-0.13199","35.57878"
"5737","Masala Dispensary","Siaya","-0.20811","34.29273"
"5738","Masaria Dispensary","Migori","-1.1101","34.34506"
"5739","Masasini Dispensary","Kitui","-1.23244","38.26018"
"5740","Maseki  Dispensary(Kyuso)","Kitui","-0.48014","38.14431"
"5741","Maseki Dispensary","Kitui","-1.28556","38.0218"
"5742","Masendebale Dispensary","Busia","0.32557","34.37383"
"5743","Maseno Mission Hospital","Kisumu","-0.00026","34.61169"
"5744","Maseno University AIDS Control Unit(City Campus)","Kisumu","-0.10749","34.75231"
"5745","Maseno University Medical Clinic","Kisumu","-0.00152","34.6107"
"5746","Mashaallah Nursing Home-Habaswein","Wajir","1.01656","39.49286"
"5747","Mashambani Dispensary","Kisumu","-0.08145","35.15148"
"5748","Mashangwa Dispensary","Narok","-1.30769","34.71362"
"5749","Mashauri Medical Centre","Mombasa","-4.02254","39.68857"
"5750","Mashuru Health Centre","Kajiado","-2.10442","37.12928"
"5751","Masii Catholic Dispensary","Machakos","-1.47247","37.44247"
"5752","Masii Health Centre","Machakos","-1.45799","37.43915"
"5753","Masikita Dispensary","Samburu","1.54729","37.10274"
"5754","Masimba","Kitui","-1.72704","37.97495"
"5755","Masimba Sub-District Hospital","Kisii","-0.86074","34.94024"
"5756","Masinde Muliro University of Science and Technolog","Kakamega","0.29286","34.76198"
"5757","Masinga Sub County Hospital","Machakos","-0.97736","37.60568"
"5758","Masingu Health Services","Machakos","-1.51876","37.26807"
"5759","Maso Dispensary","Kericho","-0.29832","35.30865"
"5760","Masogo Dispensary","Homa Bay","-0.42549","34.82331"
"5761","Masogo Sub District Hospital","Kisumu","-0.09843","35.00522"
"5762","Masoka Dispensary","Kitui","-1.56076","37.89133"
"5763","Masokani Dispensary","Makueni","-1.914","37.42532"
"5764","Masol Dispensary","West Pokot","1.55952","35.5275"
"5765","Masombor Community Dispensary","Nandi","0.07235","35.08956"
"5766","Masongaleni Health Centre","Makueni","-2.36966","38.12883"
"5767","Masongo Dispensary","Kisii","-0.71171","34.74908"
"5768","Maspa Medical Clinic","Makueni","-1.94834","37.53659"
"5769","Mastoo Dispensary","Nyandarua","-0.16804","36.51869"
"5770","Masumba Dispensary","Makueni","-2.02901","37.61992"
"5771","Masumbi Dispensary","Siaya","0.0106","34.36116"
"5772","Masurura Dispensary","Narok","-1.19815","34.69979"
"5773","Masyungwa Health Centre","Kitui","-0.40025","38.36584"
"5774","Mata Dispensary (Taveta)","Taita Taveta","-3.47486","37.75595"
"5775","Mataara Dispensary","Kiambu","-0.86554","36.80469"
"5776","Matabitabithi Dispensary","Meru","0.35899","37.63261"
"5777","Mataka Dispensary","Kitui","-0.4294","38.18276"
"5778","Matangwe Community Health Centre","Siaya","-0.153782","34.289877"
"5779","Matanya Dispensary","Laikipia","-0.05046","36.9402"
"5780","Matara ENT Clinic","Nyeri","-0.001332","37.094"
"5781","matar-arba","Isiolo","1.093142","38.420842"
"5782","Matare Mission Dispensary","Migori","-1.31816","34.67489"
"5783","Matasia Nursing Home","Kajiado","-1.38423","36.6553"
"5784","Matata Nursing Hospital","Homa Bay","-0.50385","34.73827"
"5785","Matayos Community Clinic","Busia","0.354209","34.1621"
"5786","Matayos Health Centre","Busia","0.36597","34.16523"
"5787","Matches Medical Clinc","Nyandarua","-0.8859","36.57888"
"5788","Matercare Maternity Hospital","Isiolo","0.32728","37.56402"
"5789","Materi Girls Dispensary","Tharaka Nithi","-0.19102","37.812"
"5790","Matete Health Centre","Kakamega","0.55456","34.8057"
"5791","Mathakwaini (PCEA) Dispensary","Nyeri","-0.49459","36.92283"
"5792","Mathalibah Dispensary","Wajir","1.14997","39.82522"
"5793","Mathanguni Dispensary","Makueni","-1.91605","37.50818"
"5794","Mathare 3A (EDARP)","Nairobi","-1.26038","36.8476"
"5795","Mathare North Health Centre","Nairobi","-1.25323","36.86485"
"5796","Mathare Police Depot","Nairobi","-1.25904","36.8495"
"5797","Mathari Hospital","Nairobi","-1.26097","36.84912"
"5798","Matharite Dispensary","Murang'a","-0.70764","36.90736"
"5799","Matharu Dispensary","Uasin Gishu","0.10371","35.50376"
"5800","Mathigu Road Medical Clinic","Kiambu","-1.14522","36.95735"
"5801","Mathima Dispensary","Machakos","-1.37442","37.41811"
"5802","Mathingira Medical Clinic","Nyeri","-0.54888","36.94385"
"5803","Mathioya Medical Clinic","Murang'a","-0.73103","36.96844"
"5804","Mathow","Wajir","2.14659","39.69568"
"5805","Mathuki Health Centre","Kitui","-1.04828","38.2364"
"5806","Mathunzini Dispensary","Kitui","-1.12273","37.964"
"5807","Mathyakani Dispensary","Kitui","-0.97323","38.10131"
"5808","Matibabu Nzoia Clinic","Siaya","0.17416","34.22775"
"5809","Matibabu Ukwala Clinic","Siaya","0.20658","34.17871"
"5810","Matiliku Catholic Dispensary","Makueni","-1.94669","37.53644"
"5811","Matiliku District Hospital","Makueni","-1.94908","37.5359"
"5812","Matinyani Dispensary","Kitui","-1.30892","37.99253"
"5813","Matioli Dispensary","Kakamega","0.36881","34.71162"
"5814","Matira Dispensary","Elgeyo Marakwet","0.92902","35.55953"
"5815","Matisi Community Dispensary","Bungoma","0.62055","34.69582"
"5816","Matolani Dispensary","Kilifi","-3.10202","39.66969"
"5817","Matondoni Dispensary","Lamu","-2.29451","40.8584"
"5818","Matongo Dispensary","Kisii","-0.63125","34.72113"
"5819","Matongo Health Centre","Nyamira","-0.44082","35.021141"
"5820","Matongo Medical Clinic","Kisii","-0.63194","34.72217"
"5821","Matoso Health Clinic","Migori","-0.97685","34.13299"
"5822","Matsangoni Model Health Centre","Kilifi","-3.38952","39.9285"
"5823","Matuga Dispensary","Kwale","-4.1771","39.56773"
"5824","Matulani Dispensary","Kitui","-1.05619","38.30145"
"5825","Matulo Dispensary","Bungoma","0.60569","34.72766"
"5826","Matumaini Dispensary","Nakuru","-0.24663","35.77403"
"5827","Matumbi Dispensary","Kwale","-3.96778","39.38053"
"5828","Matunda Dispensary","Trans Nzoia","1.03442","34.99367"
"5829","Matunda Nursing Home","Kakamega","0.82203","35.1233"
"5830","Matunda Sub-District Hospital","Kakamega","0.8257","35.11558"
"5831","MATUNDU DISPENSARY","Kitui","-1.6279","38.43937"
"5832","Matungu Medical Clinic","Kakamega","0.23774","34.28458"
"5833","Matungu Sub-District Hospital","Kakamega","0.38719","34.47628"
"5834","Matungulu Health Centre","Machakos","-1.23407","37.33097"
"5835","Matungulu Medical Centre","Machakos","-1.27063","37.32291"
"5836","Matura Medical Care","Nyeri","-0.42029","36.94906"
"5837","Maturu Dispensary","Kakamega","0.60774","34.86937"
"5838","Matutu Dispensary","Nyamira","-0.73688","35.0272"
"5839","Matutu Dispensary (Nzaui)","Makueni","-2.12301","37.62936"
"5840","Matutu Medical Clinic","Nakuru","-0.11781","36.02896"
"5841","Matuu Cottage Clinic","Machakos","-1.14632","37.53775"
"5842","Matuu District Hospital","Machakos","-1.15193","37.53718"
"5843","Matuu Mission Health Centre","Machakos","-1.14885","37.54889"
"5844","Mau Narok Health Centre","Nakuru","-0.60151","36.00661"
"5845","Mau Summit Medical Clinic","Nakuru","-0.16094","35.69458"
"5846","Mau Tea Dispensary","Kericho","-0.32416","35.36579"
"5847","Maua Cottage","Meru","0.23675","37.93394"
"5848","Maua Diagnostic Centre","Meru","0.23228","37.94096"
"5849","Maua East Medical Clinic","Meru","0.23567","37.9446"
"5850","Maua Medical Clinic","Meru","0.23549","37.94105"
"5851","Maua Methodist Hospital","Meru","0.231","37.94188"
"5852","Mauche Dispensary","Nakuru","-0.51792","35.96225"
"5853","Mauche Medical Clinic","Nakuru","-0.51406","35.97443"
"5854","Mau-Narok Health Services","Nakuru","-0.60409","36.01218"
"5855","Maungu Model Health Centre","Taita Taveta","-3.56177","38.75418"
"5856","Maunguja Dispensary","Mombasa","-3.97219","39.65101"
"5857","Mausa Dispensary","Narok","-1.98682","35.89476"
"5858","Mautuma Sub County Hospital","Kakamega","0.72482","34.98169"
"5859","Mavindini Health Centre","Makueni","-1.82044","37.78624"
"5860","Mavindu Dispensary","Makueni","-1.61731","37.41486"
"5861","Mavivye Model Health Centre","Makueni","-1.79044","37.28143"
"5862","Mavoko Medical Clinic","Machakos","-1.45816","36.97464"
"5863","Mavueni Dispensary","Kilifi","-3.678","39.79902"
"5864","Mavui Dispensary","Kitui","-0.95196","37.87376"
"5865","Mawamu Clinic","Nairobi","-1.266482","36.749278"
"5866","Mawego Health Centre","Homa Bay","-0.39283","34.77082"
"5867","Maweli Dispensary","Machakos","-1.37","37.45"
"5868","Maweni CDF Dispensary (Kongowea)","Mombasa","-4.03833","39.69512"
"5869","Maweni Community Clinic","Kilifi","-3.13381","40.07217"
"5870","Mawenzi Care Clinics","Kajiado","-2.92814","37.51106"
"5871","Mawepi Medical and VCT Centre","Kajiado","-1.47256","36.95749"
"5872","Mawere Dispensary","Siaya","-0.04655","34.3443"
"5873","Max Family Health Care","Nairobi","-1.20062","36.90279"
"5874","Maximillan Clinic","Mombasa","-4.0993","39.64592"
"5875","Maximum medical centre","Nairobi","-1.23067","36.92666"
"5876","Maximum Medical Services","Nakuru","-0.66937","35.94965"
"5877","Mayanja Dispensary","Bungoma","0.669255","34.5281"
"5878","Mayanja St. Pauls Medical Services","Bungoma","0.65254","34.51807"
"5879","Mayenje Dispensary","Busia","0.40642","34.10741"
"5880","Mayflower Clinic","Nairobi","-1.31699","36.8865"
"5881","Maylaurels Medical Centre","Nairobi","-1.19234","36.54033"
"5882","Mayo Clinic","Meru","0.04764","37.65292"
"5883","Mayo Medical Clinic","Meru","0.04767","37.65293"
"5884","Mayo Medical Laboratory","Meru","0.04767","37.65293"
"5885","Mayols Medical Clinic","Nyeri","-0.576781","37.1341"
"5886","Mayos Medical Clinic","Nyeri","-0.54992","36.94552"
"5887","Mayuge Dispensary","Kakamega","0.3948","34.73156"
"5888","Mazeras Dispensary","Kwale","-3.96724","39.5453"
"5889","Maziwa Dispensary","Tana River","-2.18442","40.13482"
"5890","Mazumalume Dispensary","Kwale","-4.24513","39.48973"
"5891","Mbaga Dispensary","Taita Taveta","-3.44355","38.31014"
"5892","Mbaga Health Centre","Siaya","0.08298","34.27626"
"5893","Mbagara Dispensary","Kakamega","0.72582","35.00844"
"5894","Mbagathi District Hospital","Nairobi","-1.30793","36.80317"
"5895","Mbaka Oromo Dispensary","Kisumu","-0.01469","34.63468"
"5896","Mbalambala Dispensary","Tana River","-0.09754","39.04667"
"5897","Mbale Health Centre","Taita Taveta","-3.37928","38.38292"
"5898","Mbale Medical Clinic","Machakos","-1.22738","37.3392"
"5899","Mbale Rural Health Training Centre","Vihiga","0.08033","34.72189"
"5900","Mbale Specialist Health Centre","Vihiga","0.08078","34.72164"
"5901","Mbaleway Side Clinic","Vihiga","0.07966","34.72021"
"5902","Mbaraki Police VCT","Mombasa","-4.06852","39.66539"
"5903","Mbari Ya Igi Dispensary","Kiambu","-1.06348","36.85833"
"5904","Mbaruk Dispensary","Nakuru","-0.34838","36.22425"
"5905","Mbaruk-Echareria Dispensary","Nakuru","-0.34832","36.22435"
"5906","Mbau-Ini Dispensary","Kiambu","-0.96688","36.61553"
"5907","Mbavani Dispensary","Makueni","-1.6574","37.79262"
"5908","Mbeere District Hospital","Embu","-0.46412","37.72055"
"5909","Mbeere south DHMT","Embu","-0.68118","37.64822"
"5910","Mbegani Dispensary","Kwale","-4.455555","39.35907"
"5911","Mbembani Dispensary","Machakos","-1.0343","37.47921"
"5912","Mbenuu H Centre","Makueni","-1.96432","37.47728"
"5913","Mbeu Sub-District Hospital","Meru","0.05874","37.81668"
"5914","Mbici Dispensary","Kiambu","-0.96211","36.87871"
"5915","Mbiini Dispensary","Makueni","-1.90095","37.34253"
"5916","Mbiri (ACK) Dispensary","Kirinyaga","-0.49449","37.39971"
"5917","Mbiriri Catholic Dispensary","Nyeri","-0.32252","37.08431"
"5918","Mbita Dispensary","Embu","-0.63741","37.59395"
"5919","Mbita Dispensary","Kwale","-3.2563","39.2543"
"5920","Mbita District Hospital","Homa Bay","-0.42249","34.20819"
"5921","Mbitini (ACK) Dispensary","Kitui","-1.59212","38.1177"
"5922","Mbitini AIC Dispensary","Makueni","-1.99394","37.45993"
"5923","Mbitini Catholic Dispensary","Makueni","-2.017","37.48195"
"5924","Mbitini Health Centre","Kitui","-1.59104","38.1173"
"5925","Mbiuni Health Centre","Machakos","-1.24029","37.3933"
"5926","Mbiuni VCT","Machakos","-1.25252","37.4085"
"5927","Mbogo Valley Dispensary","Nandi","-0.06917","35.30057"
"5928","Mbogoini Dispensary","Nakuru","0.19443","36.2149"
"5929","Mbondoni Dispensary","Embu","-0.83933","37.54573"
"5930","Mbondoni Dispensary (Mwingi)","Kitui","-0.98566","37.98341"
"5931","Mbonzuki Dispensary","Embu","-0.81097","37.34571"
"5932","Mbooni (AIC) Dispensary","Makueni","-1.63075","37.46534"
"5933","Mbooni District Hospital","Makueni","-1.64501","37.47221"
"5934","Mboroga Dispensary","Meru","0.14149","37.53389"
"5935","Mbotela Clinic","Nairobi","-1.29824","36.86279"
"5936","Mbugiti Dispensary","Murang'a","-0.83589","36.82355"
"5937","Mbuguni Dispensary","Kwale","-4.10839","39.55489"
"5938","Mbuini Dispensary","Makueni","-1.82251","37.38099"
"5939","Mbui-Nzau Dispensary","Makueni","-2.38431","37.92846"
"5940","Mbukuni Dispensary","Makueni","-1.82034","37.34724"
"5941","Mbulia Dispensary","Taita Taveta","-3.25388","38.43901"
"5942","Mbuni Dispensary","Machakos","-1.22322","37.31439"
"5943","Mbusyani Dispensary","Kitui","-1.54532","37.98291"
"5944","Mbuta Model Health Centre","Mombasa","-4.05077","39.66123"
"5945","Mbuti Medical Clinic","Murang'a","-0.868075","37.1556"
"5946","Mbuvo Health Centre","Makueni","-2.07199","37.76967"
"5947","Mbuwani Dispensary","Kwale","-4.29503","39.53"
"5948","Mbuyu Dispensary","Nyandarua","0.02476","36.52629"
"5949","Mbwajumwali Dispensary","Lamu","-2.079","41.10109"
"5950","Mbwaleni Dispensary","Kwale","-3.2541","39.42513"
"5951","Mcf Ndalani","Machakos","-1.08733","37.46835"
"5952","MCF Yatta","Machakos","-1.11146","37.35859"
"5953","Mchana Estate Dispensary","Kiambu","-1.11328","36.8876"
"5954","MCK Kiirigu Dispensary","Tharaka Nithi","-0.29458","37.65248"
"5955","Mecca Medical Clinic","Mombasa","-4.03515","39.6011"
"5956","Mecheo Dispensary","Nyamira","-0.81798","34.98372"
"5957","Mechimeru Dispensary","Bungoma","0.50208","34.6584"
"5958","Med Afric Medical Clinic","Trans Nzoia","1.02784","35.12005"
"5959","Medanta Africare","Nairobi","-1.28965","36.76482"
"5960","Medanta AfriCare krishna Park","Nairobi","-1.7689","36.5643"
"5961","Medanta Africare Medical Centre","Nairobi","-1.26438","36.8112"
"5962","Medecins Du Monde/France (Kangemi Kang'ora)","Nairobi","-1.23307","36.80531"
"5963","Medhiram Medical Centre (Masaba North)","Nyamira","-0.77253","34.94393"
"5964","Medical and Dental Clinic","Nairobi","-1.32338","36.70712"
"5965","Medical Centre Clinic","Kirinyaga","-0.471308","37.1638"
"5966","Medical Clinic","Nairobi","-1.26434","36.72944"
"5967","Medical Link Integrated Health Program","Nairobi","-1.31165","36.87067"
"5968","Medical Plaza Clinic Banana","Kiambu","-1.17446","36.75833"
"5969","Medical Reception Dispensary","Nairobi","-1.24875","36.871"
"5970","Medicare Clinic","Nairobi","-1.2852","36.821"
"5971","Medicare Medical Clinic (Manga)","Nyamira","-0.65539","34.87804"
"5972","Medicare Stores Chemist","Meru","0.04541","37.65503"
"5973","Medicure Medical Clinic","Kirinyaga","-0.41089","37.41448"
"5974","Mediheal Hospital","Uasin Gishu","0.50764","35.29529"
"5975","Mediheal Hospital Nakuru","Nakuru","-0.28593","36.10782"
"5976","Medimark Health Care","Nairobi","-1.26529","36.808031"
"5977","Medina Diagnostic","Garissa","-0.45459","39.64332"
"5978","Medina Health Centre","Garissa","-0.42423","39.65082"
